,E,PS,PT,PG,SimID
0,0.1,2.3145400742645984e-14,2.271594506480392e-14,4.294462011241149e-16,1885_240420
1,0.5,2.3145400742645457e-14,2.0998122353435184e-14,2.1472696291391732e-15,1895_240420
2,1.0,2.3145400742645403e-14,1.885084396422487e-14,4.294548914158601e-15,1904_240420
3,1.5,2.3145400750806378e-14,1.6726168511324922e-14,6.419225267496743e-15,1912_240420
4,2.0,2.3145400742645375e-14,1.4556287185804318e-14,8.58910748419753e-15,1920_240420
5,2.5,2.3145400810908093e-14,1.2657641068465363e-14,1.0487754499214315e-14,1926_240420
6,3.0,2.3145400751502257e-14,1.0306936272153349e-14,1.2838460183408755e-14,1933_240420
7,3.5,2.3145400781795254e-14,8.31787840595767e-15,1.482751891982506e-14,1939_240420
8,4.0,2.3145400742357494e-14,5.967173628889041e-15,1.717822462398757e-14,1946_240420
9,4.5,2.314540076562687e-14,3.9781157565921185e-15,1.9167283353380257e-14,1952_240420
10,5.0,2.314540081061851e-14,2.169881325995485e-15,2.0975518585756717e-14,1957_240420
11,5.5,2.3145400811739868e-14,9.041172192085886e-17,2.3054989052370628e-14,1965_240420
12,6.0,2.314540103921368e-14,0.0,2.312279809937137e-14,1975_240420
